congress,chamber,state,party,last_name,first_name,middle_name,born,female,ngirls,nboys,nchildren,aauw_voting,year
108,House,MI,D,Kildee,Dale,Edward,1929,0,1,2,3,75,2003
108,House,MI,D,Kilpatrick,Carolyn,Cheeks,1945,1,1,1,2,88,2003
108,House,WI,D,Kind,Ron,NA,1963,0,0,2,2,88,2003
108,House,NY,R,King,Peter,T.,1944,0,1,1,2,12,2003
108,House,IA,R,King,Steve,NA,1949,0,0,3,3,12,2003
108,House,GA,R,Kingston,Jack,NA,1955,0,2,2,4,17,2003
108,House,IL,R,Kirk,Mark,Steven,1959,0,0,0,0,43,2003
108,House,WI,D,Kleczka,Gerald,Daniel,1943,0,0,0,0,100,2003
108,House,MN,R,Kline,John,NA,1947,0,1,1,2,12,2003
108,House,MI,R,Knollenberg,Joseph,NA,1933,0,0,2,2,12,2003
108,House,AZ,R,Kolbe,James,Thomas,1942,0,0,0,0,38,2003
108,House,OH,D,Kucinich,Dennis,NA,1946,0,1,0,1,100,2003
108,House,IL,R,Lahood,Ray,H.,1945,0,2,2,4,29,2003
108,House,TX,D,Lampson,Nicholas,V.,1945,0,2,0,2,88,2003
108,House,RI,D,Langevin,James,NA,1964,0,0,0,0,88,2003
108,House,CA,D,Lantos,Thomas,Peter,1928,0,2,0,2,100,2003
108,House,WA,D,Larsen,Richard,Ray,1965,0,0,2,2,88,2003
108,House,CT,D,Larson,John,B.,1948,0,2,1,3,88,2003
108,House,IA,R,Latham,Thomas,NA,1948,0,2,1,3,12,2003
108,House,OH,R,Latourette,Steven,C.,1954,0,3,1,4,12,2003
108,House,IA,R,Leach,James,Albert Smith,1942,0,1,1,2,67,2003
108,House,CA,D,Lee,Barbara,NA,1946,1,0,2,2,88,2003
108,House,MI,D,Levin,Sander,Martin,1931,0,2,2,4,88,2003
108,House,CA,R,Lewis,Charles,Jeremy,1934,0,2,5,7,25,2003
108,House,GA,D,Lewis,John,R.,1940,0,0,1,1,88,2003
108,House,KY,R,Lewis,Ron,NA,1946,0,1,1,2,12,2003
108,House,GA,R,Linder,John,Elmer,1942,0,1,1,2,14,2003
108,House,IL,D,Lipinski,William,Oliver,1937,0,1,1,2,29,2003
108,House,NJ,R,Lobiondo,Frank,A.,1946,0,2,0,2,38,2003
108,House,CA,D,Lofgren,Zoe,NA,1947,1,1,1,2,86,2003
108,House,NY,D,Lowey,Nita,M.,1937,1,2,1,3,88,2003
108,House,OK,R,Lucas,Frank,D.,1960,0,2,1,3,12,2003
108,House,KY,D,Lucas,Ken,NA,1933,0,2,3,5,38,2003
108,House,MA,D,Lynch,Stephen,F.,1955,0,1,0,1,75,2003
108,House,GA,D,Majette,Denise,L.,1955,1,0,2,2,86,2003
108,House,NY,D,Maloney,Carolyn,Bosher,1946,1,2,0,2,88,2003
108,House,IL,R,Manzullo,Donald,A.,1944,0,1,2,3,12,2003
108,House,MA,D,Markey,Edward,John,1946,0,0,0,0,88,2003
108,House,GA,D,Marshall,Jim,NA,1948,0,1,1,2,62,2003
108,House,UT,D,Matheson,James,David,1960,0,0,2,2,88,2003
108,House,CA,D,Matsui,Robert,T.,1941,0,0,1,1,88,2003
108,House,NY,D,McCarthy,Carolyn,NA,1944,1,0,1,1,88,2003
108,House,MO,D,McCarthy,Karen,NA,1947,1,0,0,0,88,2003
108,House,MN,D,McCollum,Betty,NA,1954,1,1,1,2,88,2003
108,House,MI,R,McCotter,Thaddeus,George,1965,0,1,2,3,12,2003
108,House,LA,R,McCrery,James,O.,1949,0,0,2,2,14,2003
108,House,WA,D,McDermott,James,A.,1936,0,1,1,2,88,2003
108,House,MA,D,McGovern,James,P.,1959,0,1,1,2,88,2003
108,House,NY,R,McHugh,John,Michael,1948,0,0,0,0,50,2003
108,House,CO,R,McInnis,Scott,NA,1953,0,2,1,3,0,2003
108,House,NC,D,McIntyre,Mike,NA,1956,0,0,2,2,50,2003
108,House,CA,R,McKeon,Howard,P.,1938,0,3,3,6,12,2003
108,House,NY,D,McNulty,Michael,Robert,1947,0,4,0,4,88,2003
108,House,MA,D,Meehan,Martin,Thomas,1956,0,0,1,1,88,2003
108,House,FL,D,Meek,Kendrick,B.,1966,0,1,1,2,88,2003
108,House,NY,D,Meeks,Gregory,W.,1953,0,3,0,3,100,2003
108,House,NJ,D,Menendez,Robert,NA,1954,0,1,1,2,100,2003
108,House,FL,R,Mica,John,L.,1943,0,1,1,2,12,2003
108,House,ME,D,Michaud,Michael,H.,1955,0,0,0,0,88,2003
108,House,CA,D,Millender-McDonald,Juanita,NA,1938,1,3,1,4,100,2003
108,House,FL,R,Miller,Jefferson,B.,1959,0,0,2,2,12,2003
108,House,CA,R,Miller,Gary,G.,1948,0,2,2,4,14,2003
108,House,MI,R,Miller,Candice,S.,1954,1,1,0,1,12,2003
108,House,NC,D,Miller,Brad,NA,1953,0,0,0,0,88,2003
108,House,CA,D,Miller,George,NA,1945,0,0,2,2,88,2003
108,House,WV,D,Mollohan,Alan,Bowlby,1943,0,1,4,5,71,2003
108,House,KS,D,Moore,Dennis,NA,1945,0,2,5,7,88,2003
108,House,VA,D,Moran,James,P.,1945,0,2,3,5,86,2003
108,House,KS,R,Moran,Jerry,NA,1954,0,2,0,2,12,2003
108,House,PA,R,Murphy,Timothy,NA,1952,0,1,0,1,12,2003
108,House,PA,D,Murtha,John,Patrick,1932,0,1,2,3,67,2003
108,House,CO,R,Musgrave,Marilyn,N,1949,1,2,2,4,12,2003
108,House,NC,R,Myrick,Sue,NA,1941,1,3,2,5,14,2003
108,House,NY,D,Nadler,Jerrold,Lewis,1947,0,0,1,1,88,2003
108,House,CA,D,Napolitano,Grace,Flores,1936,1,2,3,5,88,2003
108,House,MA,D,Neal,Richard,Edmund,1949,0,1,3,4,88,2003
108,House,WA,R,Nethercutt,George,R.,1944,0,1,1,2,14,2003
108,House,TX,R,Neugebauer,Randy,NA,1949,0,0,2,2,14,2003
108,House,OH,R,Ney,Robert,William,1954,0,1,1,2,25,2003
108,House,KY,R,Northup,Anne,Meagher,1948,1,2,4,6,0,2003
108,House,GA,R,Norwood,Charles,W.,1941,0,0,2,2,14,2003
108,House,CA,R,Nunes,Devin,NA,1973,0,3,0,3,12,2003
108,House,IA,R,Nussle,James,Allen,1960,0,1,1,2,12,2003
108,House,MN,D,Oberstar,James,Louis,1934,0,4,2,6,75,2003
108,House,WI,D,Obey,David,Ross,1938,0,0,2,2,88,2003
108,House,MA,D,Olver,John,Walter,1936,0,1,0,1,100,2003
108,House,TX,D,Ortiz,Solomon,P.,1937,0,1,1,2,75,2003
108,House,NE,R,Osborne,Thomas,NA,1937,0,2,1,3,25,2003
108,House,CA,R,Ose,Doug,NA,1955,0,2,0,2,25,2003
108,House,ID,R,Otter,C.,L.,1942,0,3,1,4,12,2003
108,House,NY,D,Owens,Major,Robert Odell,1936,0,1,4,5,88,2003
108,House,OH,R,Oxley,Michael,Garver,1944,0,0,1,1,12,2003
108,House,NJ,D,Pallone,Frank,NA,1951,0,2,1,3,88,2003
108,House,NJ,D,Pascrell,William,J.,1937,0,0,3,3,86,2003
108,House,AZ,D,Pastor,Ed,NA,1943,0,2,0,2,86,2003
108,House,TX,R,Paul,Ronald,Ernest,1935,0,3,3,6,43,2003
108,House,NJ,D,Payne,Donald,Milford,1934,0,2,1,3,83,2003
108,House,NM,R,Pearce,Stevan,NA,1947,0,1,0,1,12,2003
108,House,CA,D,Pelosi,Nancy,NA,1940,1,4,1,5,88,2003
108,House,IN,R,Pence,Mike,NA,1959,0,2,1,3,12,2003
108,House,MN,D,Peterson,Collin,Clark,1944,0,0,3,3,75,2003
108,House,PA,R,Peterson,John,NA,1938,0,0,1,1,12,2003
108,House,WI,R,Petri,Thomas,Evert,1940,0,1,0,1,12,2003
108,House,MS,R,Pickering,Charles,W.,1963,0,0,5,5,17,2003
108,House,PA,R,Pitts,Joseph,R.,1939,0,2,1,3,12,2003
108,House,PA,R,Platts,Todd,NA,1962,0,1,1,2,50,2003
108,House,CA,R,Pombo,Richard,William,1961,0,2,1,3,12,2003
108,House,ND,D,Pomeroy,Earl,Ralph,1952,0,1,1,2,75,2003
108,House,NV,R,Porter,Jon,C.,1955,0,1,1,2,25,2003
108,House,OH,R,Portman,Robert,Jones,1955,0,1,2,3,14,2003
108,House,NC,D,Price,David,Eugene,1940,0,1,1,2,88,2003
108,House,OH,R,Pryce,Deborah,D.,1951,1,1,1,2,25,2003
108,House,FL,R,Putnam,Adam,NA,1974,0,0,0,0,14,2003
108,House,NY,R,Quinn,John,Francis,1951,0,1,1,2,0,2003
108,House,CA,R,Radanovich,George,P.,1955,0,0,0,0,12,2003
108,House,WV,D,Rahall,Nick,Joe,1949,0,2,1,3,75,2003
108,House,MN,R,Ramstad,James,NA,1946,0,0,0,0,50,2003
108,House,NY,D,Rangel,Charles,B.,1930,0,1,1,2,86,2003
108,House,OH,R,Regula,Ralph,Straus,1924,0,1,2,3,12,2003
108,House,MT,R,Rehberg,Denny,NA,1955,0,2,1,3,12,2003
108,House,AZ,R,Renzi,Rick,NA,1958,0,7,5,12,12,2003
108,House,TX,D,Reyes,Silvestre,NA,1944,0,2,1,3,88,2003
108,House,NY,R,Reynolds,Thomas,M.,1950,0,1,3,4,12,2003
108,House,TX,D,Rodriguez,Ciro,D.,1946,0,1,0,1,86,2003
108,House,KY,R,Rogers,Harold,Dallas,1937,0,1,2,3,14,2003
108,House,AL,R,Rogers,Michael,Dennis,1958,0,1,2,3,14,2003
108,House,MI,R,Rogers,Mike,NA,1963,0,1,1,2,12,2003
108,House,CA,R,Rohrabacher,Dana,NA,1947,0,2,1,3,12,2003
108,House,FL,R,Ros-Lehtinen,Ileana,NA,1952,1,2,1,3,25,2003
108,House,AR,D,Ross,Michael,Avery,1961,0,1,1,2,75,2003
108,House,NJ,D,Rothman,Steven,NA,1952,0,1,1,2,88,2003
108,House,CA,D,Roybal-Allard,Lucille,NA,1941,1,1,1,2,86,2003
108,House,CA,R,Royce,Edward,Randall,1951,0,0,0,0,14,2003
108,House,MD,D,Ruppersberger,C. A.,Dutch,1946,0,1,1,2,88,2003
108,House,IL,D,Rush,Bobby,L.,1946,0,1,4,5,88,2003
108,House,WI,R,Ryan,Paul,D.,1970,0,1,2,3,12,2003
108,House,OH,D,Ryan,Timothy,J.,1973,0,0,1,1,100,2003
108,House,KS,R,Ryun,Jim,NA,1947,0,2,2,4,12,2003
108,House,MN,D,Sabo,Martin,Olav,1938,0,2,0,2,88,2003
108,House,CA,D,Sanchez,Loretta,NA,1960,1,0,0,0,86,2003
108,House,TX,D,Sandlin,Max,A.,1952,0,2,2,4,88,2003
108,House,NJ,R,Saxton,Hugh,James,1943,0,1,1,2,38,2003
108,House,IL,D,Schakowsky,Janice,D.,1944,0,1,1,2,88,2003
108,House,CA,D,Schiff,Adam,NA,1960,0,1,1,2,88,2003
108,House,VA,R,Schrock,Edward,NA,1941,0,0,1,1,12,2003
108,House,VA,D,Scott,Robert,C.,1947,0,0,0,0,88,2003
108,House,GA,D,Scott,David,NA,1945,0,2,0,2,88,2003
108,House,WI,R,Sensenbrenner,Frank,James,1943,0,0,2,2,12,2003
108,House,NY,D,Serrano,Jose,E.,1943,0,2,3,5,88,2003
108,House,TX,R,Sessions,Pete,NA,1955,0,0,2,2,14,2003
108,House,AZ,R,Shadegg,John,B.,1949,0,1,1,2,12,2003
108,House,FL,R,Shaw,Eugene,Clay,1939,0,2,2,4,50,2003
108,House,CT,R,Shays,Christopher,H.,1945,0,1,0,1,29,2003
108,House,CA,D,Sherman,Brad,NA,1954,0,3,0,3,88,2003
108,House,PA,R,Sherwood,Don,NA,1941,0,3,0,3,25,2003
108,House,IL,R,Shimkus,John,M.,1958,0,0,3,3,25,2003
108,House,PA,R,Shuster,William,NA,1961,0,0,2,2,12,2003
108,House,CT,R,Simmons,Robert,NA,1943,0,1,1,2,50,2003
108,House,ID,R,Simpson,Michael,K.,1950,0,0,0,0,12,2003
108,House,MO,D,Skelton,Isaac,Newton,1931,0,1,2,3,75,2003
108,House,NY,D,Slaughter,Louise,McIntosh,1929,1,3,0,3,88,2003
108,House,MI,R,Smith,Nick,H.,1934,0,3,1,4,25,2003
108,House,NJ,R,Smith,Christopher,Henry,1953,0,2,2,4,25,2003
108,House,TX,R,Smith,Lamar,Seeligson,1947,0,1,1,2,12,2003
108,House,WA,D,Smith,Adam,NA,1965,0,1,1,2,86,2003
108,House,AR,D,Snyder,Victor,F.,1947,0,0,0,0,88,2003
108,House,CA,D,Solis,Hilda,L.,1957,1,0,0,0,88,2003
108,House,IN,R,Souder,Mark,Edward,1950,0,1,2,3,12,2003
108,House,SC,D,Spratt,John,McKee,1942,0,3,0,3,88,2003
108,House,CA,D,Stark,Fortney,Hillman,1931,0,4,3,7,88,2003
108,House,FL,R,Stearns,Clifford,Bundy,1941,0,0,3,3,12,2003
108,House,TX,D,Stenholm,Charles,Walter,1938,0,1,2,3,62,2003
108,House,OH,D,Strickland,Ted,NA,1941,0,0,0,0,88,2003
108,House,MI,D,Stupak,Bart,T.,1952,0,0,2,2,75,2003
108,House,OK,R,Sullivan,John,NA,1965,0,2,2,4,14,2003
108,House,NY,R,Sweeney,John,E.,1955,0,1,2,3,12,2003
108,House,CA,D,Sanchez,Linda,T.,1969,1,0,1,1,86,2003
108,House,CO,R,Tancredo,Thomas,G.,1945,0,0,2,2,14,2003
108,House,TN,D,Tanner,John,S.,1944,0,1,1,2,75,2003
108,House,CA,D,Tauscher,Ellen,O'Kane,1951,1,1,0,1,88,2003
108,House,LA,R,Tauzin,Wilbert,Joseph,1943,0,1,4,5,17,2003
108,House,MS,D,Taylor,Gary,Eugene,1953,0,2,1,3,25,2003
108,House,NC,R,Taylor,Charles,Hart,1941,0,0,3,3,17,2003
108,House,NE,R,Terry,Lee,Raymond,1962,0,0,3,3,12,2003
108,House,CA,R,Thomas,William,Marshall,1941,0,1,1,2,25,2003
108,House,MS,D,Thompson,Bennie,NA,1948,0,1,0,1,88,2003
108,House,CA,D,Thompson,Michael,NA,1951,0,0,2,2,88,2003
108,House,TX,R,Thornberry,William,McClellan,1958,0,1,1,2,12,2003
108,House,KS,R,Tiahrt,Todd,NA,1951,0,1,2,3,14,2003
108,House,OH,R,Tiberi,Patrick,NA,1962,0,4,0,4,14,2003
108,House,MA,D,Tierney,John,F.,1951,0,0,0,0,88,2003
108,House,PA,R,Toomey,Patrick,Joseph,1961,0,1,1,2,12,2003
108,House,NY,D,Towns,Edolphus,NA,1934,0,1,1,2,88,2003
108,House,OH,R,Turner,Michael,R.,1960,0,2,0,2,12,2003
108,House,TX,D,Turner,Jim,NA,1946,0,1,1,2,88,2003
108,House,CO,D,Udall,Mark,NA,1950,0,1,1,2,88,2003
108,House,NM,D,Udall,Thomas,NA,1948,0,1,0,1,88,2003
108,House,MI,R,Upton,Frederick,Stephen,1953,0,1,1,2,25,2003
108,House,MD,D,Van Hollen,Christopher,NA,1959,0,1,2,3,88,2003
108,House,NY,D,Velazquez,Nydia,M.,1953,1,0,0,0,88,2003
108,House,IN,D,Visclosky,Peter,NA,1949,0,0,2,2,100,2003
108,House,LA,R,Vitter,David,NA,1961,0,3,1,4,12,2003
108,House,OR,R,Walden,Greg,NA,1957,0,0,1,1,50,2003
108,House,NY,R,Walsh,James,T.,1947,0,1,2,3,12,2003
108,House,TN,R,Wamp,Zachary,Paul,1957,0,1,1,2,12,2003
108,House,CA,D,Waters,Maxine,NA,1938,1,1,1,2,88,2003
108,House,CA,D,Watson,Diane,Edith,1933,1,0,0,0,88,2003
108,House,NC,D,Watt,Melvin,L.,1945,0,0,2,2,88,2003
108,House,CA,D,Waxman,Henry,Arnold,1939,0,1,1,2,83,2003
108,House,NY,D,Weiner,Anthony,D.,1964,0,0,0,0,88,2003
108,House,PA,R,Weldon,Wayne,Curtis,1947,0,3,2,5,17,2003
108,House,FL,R,Weldon,David,Joseph,1953,0,1,1,2,14,2003
108,House,IL,R,Weller,Gerald,C.,1957,0,0,0,0,25,2003
108,House,FL,D,Wexler,Robert,NA,1961,0,2,1,3,88,2003
108,House,KY,R,Whitfield,Wayne,Edward,1943,0,1,0,1,14,2003
108,House,MS,R,Wicker,Roger,F.,1951,0,2,1,3,12,2003
108,House,SC,R,Wilson,Addison,Graves,1947,0,0,4,4,14,2003
108,House,NM,R,Wilson,Heather,NA,1960,1,1,2,3,25,2003
108,House,VA,R,Wolf,Frank,Rudolph,1939,0,4,1,5,12,2003
108,House,CA,D,Woolsey,Lynn,C.,1937,1,1,3,4,86,2003
108,House,OR,D,Wu,David,NA,1955,0,1,1,2,75,2003
108,House,MD,D,Wynn,Albert,Russell,1951,0,2,0,2,88,2003
108,House,AK,R,Young,Donald,Edwin,1933,0,2,0,2,14,2003
108,House,FL,R,Young,Charles,William,1930,0,0,3,3,12,2003
116,House,LA,R,Abraham,Ralph,NA,1954,0,2,1,3,17,2019
116,House,NC,D,Adams,Alma,NA,1946,1,1,1,2,100,2019
116,House,AL,R,Aderholt,Robert,NA,1965,0,1,1,2,0,2019
116,House,CA,D,Aguilar,Peter,Rey,1979,0,0,2,2,100,2019
116,House,GA,R,Allen,Rick,W.,1951,0,3,1,4,14,2019
116,House,TX,D,Allred,Colin,NA,1983,0,0,2,2,71,2019
116,House,MI,R,Amash,Justin,NA,1980,0,2,1,3,0,2019
116,House,NV,R,Amodei,Mark,E.,1958,0,2,0,2,14,2019
116,House,ND,R,Armstrong,Kelly,NA,1976,0,1,1,2,14,2019
116,House,TX,R,Arrington,Jodey,Cook,1972,0,1,2,3,0,2019
116,House,IA,D,Axne,Cynthia,NA,1965,1,0,2,2,71,2019
116,House,TX,R,Babin,Brian,NA,1948,0,3,2,5,0,2019
116,House,NE,R,Bacon,Donald,J.,1963,0,2,2,4,0,2019
116,House,IN,R,Baird,James,NA,1945,0,1,2,3,0,2019
116,House,OH,R,Balderson,Troy,NA,1962,0,0,1,1,14,2019
116,House,IN,R,Banks,James,E.,1979,0,3,0,3,0,2019
116,House,KY,R,Barr,Garland,H.,1973,0,2,0,2,17,2019
116,House,CA,D,Barragan,Nanette,NA,1976,1,0,0,0,100,2019
116,House,CA,D,Bass,Karen,NA,1953,1,1,0,1,100,2019
116,House,OH,D,Beatty,Joyce,NA,1950,1,1,1,2,100,2019
116,House,CA,D,Bera,Ami,NA,1965,0,1,0,1,86,2019
116,House,MI,R,Bergman,John,NA,1947,0,2,1,3,14,2019
116,House,VA,D,Beyer,Donald,Sternoff,1950,0,3,1,4,86,2019
116,House,AZ,R,Biggs,Andrew,S.,1958,0,3,3,6,0,2019
116,House,FL,R,Bilirakis,Gus,NA,1963,0,0,4,4,14,2019
116,House,GA,D,Bishop,Sanford,Dixon,1947,0,1,0,1,86,2019
116,House,NC,R,Bishop,Dan,NA,1964,0,0,1,1,0,2019
116,House,UT,R,Bishop,Robert,NA,1951,0,1,4,5,14,2019
116,House,OR,D,Blumenauer,Earl,NA,1948,0,1,1,2,100,2019
116,House,DE,D,Blunt Rochester,Lisa,NA,1962,1,1,1,2,100,2019
116,House,OR,D,Bonamici,Suzanne,NA,1954,1,1,1,2,100,2019
116,House,IL,R,Bost,Mike,NA,1960,0,2,1,3,14,2019
116,House,PA,D,Boyle,Brendan,Francis,1977,0,1,0,1,100,2019
116,House,TX,R,Brady,Kevin,Patrick,1955,0,0,2,2,0,2019
116,House,NY,D,Brindisi,Anthony,NA,1978,0,1,1,2,57,2019
116,House,AL,R,Brooks,Mo,NA,1954,0,2,2,4,0,2019
116,House,IN,R,Brooks,Susan,NA,1960,1,1,1,2,29,2019
116,House,MD,D,Brown,Anthony,Gregory,1961,0,1,1,2,83,2019
116,House,CA,D,Brownley,Julia,NA,1952,1,1,1,2,100,2019
116,House,FL,R,Buchanan,Vernon,G.,1951,0,0,2,2,14,2019
116,House,CO,R,Buck,Kenneth,Robert,1959,0,1,1,2,0,2019
116,House,IN,R,Bucshon,Larry,NA,1962,0,2,2,4,17,2019
116,House,NC,R,Budd,Theodore,Paul,1971,0,2,1,3,0,2019
116,House,TN,R,Burchett,Timothy,NA,1964,0,0,0,0,0,2019
116,House,TX,R,Burgess,Michael,C.,1950,0,1,2,3,0,2019
116,House,IL,D,Bustos,Cheri,NA,1961,1,0,3,3,86,2019
116,House,NC,D,Butterfield,George,Kenneth,1947,0,3,0,3,86,2019
116,House,AL,R,Byrne,Bradley,NA,1955,0,2,2,4,0,2019
116,House,CA,R,Calvert,Ken,NA,1953,0,0,0,0,14,2019
116,House,CA,D,Carbajal,Salud,NA,1964,0,1,1,2,100,2019
116,House,IN,D,Carson,Andre,NA,1974,0,1,0,1,100,2019
116,House,TX,R,Carter,John,R.,1941,0,2,2,4,14,2019
116,House,GA,R,Carter,Buddy,NA,1957,0,0,3,3,0,2019
116,House,PA,D,Cartwright,Matt,NA,1961,0,0,2,2,100,2019
116,House,HI,D,Case,Ed,NA,1952,0,1,3,4,71,2019
116,House,IL,D,Casten,Sean,NA,1971,0,2,0,2,100,2019
116,House,FL,D,Castor,Kathy,NA,1966,1,2,0,2,100,2019
116,House,TX,D,Castro,Joaquin,NA,1974,0,1,1,2,86,2019
116,House,OH,R,Chabot,Steve,NA,1953,0,1,1,2,14,2019
116,House,WY,R,Cheney,Liz,NA,1966,1,3,2,5,0,2019
116,House,CA,D,Chu,Judy,NA,1953,1,0,0,0,100,2019
116,House,RI,D,Cicilline,David,N.,1961,0,0,0,0,100,2019
116,House,CA,D,Cisneros,Gil,NA,1972,0,0,2,2,100,2019
116,House,MA,D,Clark,Katherine,M.,1963,1,1,2,3,86,2019
116,House,NY,D,Clarke,Yvette,Diane,1964,1,0,0,0,100,2019
116,House,MO,D,Clay,William,Lacy,1956,0,1,1,2,100,2019
116,House,MO,D,Cleaver,Emanuel,NA,1944,0,1,3,4,86,2019
116,House,VA,R,Cline,Benjamin,NA,1972,0,2,0,2,14,2019
116,House,TX,R,Cloud,Michael,NA,1975,0,1,2,3,0,2019
116,House,SC,D,Clyburn,James,Enos,1940,0,3,0,3,83,2019
116,House,TN,D,Cohen,Stephen,NA,1949,0,0,0,0,100,2019
116,House,OK,R,Cole,Tom,NA,1949,0,0,1,1,14,2019
116,House,NY,R,Collins,Chris,NA,1950,0,1,1,2,0,2019
116,House,GA,R,Collins,Doug,NA,1966,0,1,2,3,14,2019
116,House,KY,R,Comer,James,NA,1972,0,2,1,3,14,2019
116,House,TX,R,Conaway,K.,Michael,1948,0,1,1,2,0,2019
116,House,VA,D,Connolly,Gerald,E.,1950,0,1,0,1,100,2019
116,House,CA,R,Cook,Paul,NA,1943,0,0,0,0,14,2019
116,House,TN,D,Cooper,James,Hayes Shofner,1954,0,1,2,3,100,2019
116,House,CA,D,Correa,Jose,Luis,1958,0,1,3,4,86,2019
116,House,CA,D,Costa,Jim,NA,1952,0,0,0,0,71,2019
116,House,CT,D,Courtney,Joe,NA,1953,0,1,1,2,100,2019
116,House,CA,D,Cox,TJ,NA,1963,0,2,2,4,100,2019
116,House,MN,D,Craig,Angela,NA,1972,1,0,1,1,86,2019
116,House,AR,R,Crawford,Rick,NA,1966,0,1,1,2,0,2019
116,House,TX,R,Crenshaw,Daniel,NA,1984,0,0,0,0,0,2019
116,House,FL,D,Crist,Charlie,Joseph,1956,0,0,0,0,86,2019
116,House,CO,D,Crow,Jason,NA,1979,0,1,1,2,100,2019
116,House,TX,D,Cuellar,Henry,NA,1955,0,2,0,2,71,2019
116,House,MD,D,Cummings,Elijah,Eugene,1951,0,2,1,3,80,2019
116,House,SC,D,Cunningham,Joe,NA,1982,0,0,1,1,57,2019
116,House,UT,R,Curtis,John,R.,1960,0,3,3,6,0,2019
116,House,CA,D,Cardenas,Tony,NA,1963,0,1,2,3,100,2019
116,House,KS,D,Davids,Sharice,NA,1980,1,0,0,0,71,2019
116,House,OH,R,Davidson,Warren,NA,1970,0,1,1,2,0,2019
116,House,CA,D,Davis,Susan,A.,1944,1,0,2,2,100,2019
116,House,IL,D,Davis,Danny,K.,1941,0,1,1,2,100,2019
116,House,IL,R,Davis,Rodney,NA,1970,0,1,2,3,29,2019
116,House,PA,D,Dean,Madeleine,NA,1959,1,0,3,3,100,2019
116,House,OR,D,Defazio,Peter,Anthony,1947,0,0,0,0,100,2019
116,House,CO,D,Degette,Diana,NA,1957,1,2,0,2,86,2019
116,House,CT,D,Delauro,Rosa,L.,1943,1,2,1,3,86,2019
116,House,WA,D,Delbene,Suzan,K.,1962,1,1,1,2,100,2019
116,House,NY,D,Delgado,Antonio,NA,1977,0,0,2,2,86,2019
116,House,FL,D,Demings,Valdez,NA,1957,1,0,3,3,86,2019
116,House,CA,D,Desaulnier,Mark,James,1952,0,0,2,2,100,2019
116,House,TN,R,Desjarlais,Scott,NA,1964,0,1,1,2,0,2019
116,House,FL,D,Deutch,Theodore,E.,1966,0,2,1,3,100,2019
116,House,FL,R,Diaz-Balart,Mario,NA,1961,0,0,0,0,43,2019
116,House,MI,D,Dingell,Debbie,NA,1953,1,2,2,4,100,2019
116,House,TX,D,Doggett,Lloyd,Alton,1946,0,2,0,2,100,2019
116,House,PA,D,Doyle,Michael,F.,1953,0,1,3,4,86,2019
116,House,WI,R,Duffy,Sean,NA,1971,0,5,3,8,0,2019
116,House,SC,R,Duncan,Jeff,NA,1966,0,0,3,3,0,2019
116,House,FL,R,Dunn,Neal,Patrick,1953,0,0,3,3,14,2019
116,House,MN,R,Emmer,Thomas,Earl,1961,0,1,6,7,0,2019
116,House,NY,D,Engel,Eliot,Lance,1947,0,1,2,3,100,2019
116,House,TX,D,Escobar,Veronica,NA,1969,1,1,1,2,100,2019
116,House,CA,D,Eshoo,Anna,Georges,1942,1,1,1,2,100,2019
116,House,NY,D,Espaillat,Adriano,J.,1954,0,1,1,2,100,2019
116,House,KS,R,Estes,Ron,NA,1956,0,2,1,3,0,2019
116,House,PA,D,Evans,Dwight,NA,1954,0,0,0,0,100,2019
116,House,GA,R,Ferguson,Anderson,Drew,1967,0,2,2,4,0,2019
116,House,IA,D,Finkenauer,Abby,NA,1988,1,0,0,0,86,2019
116,House,PA,R,Fitzpatrick,Brian,K.,1973,0,0,0,0,71,2019
116,House,TN,R,Fleischmann,Chuck,NA,1962,0,0,3,3,0,2019
116,House,TX,D,Fletcher,Elizabeth,Pannill,1975,1,0,0,0,71,2019
116,House,TX,R,Flores,Bill,NA,1954,0,0,2,2,0,2019
116,House,NE,R,Fortenberry,Jeff,NA,1960,0,5,0,5,17,2019
116,House,IL,D,Foster,Bill,NA,1955,0,1,1,2,86,2019
116,House,NC,R,Foxx,Virginia,Ann,1943,1,1,0,1,14,2019
116,House,FL,D,Frankel,Lois,NA,1948,1,0,1,1,100,2019
116,House,OH,D,Fudge,Marcia,L.,1952,1,0,0,0,86,2019
116,House,ID,R,Fulcher,Russell,NA,1973,0,1,0,1,0,2019
116,House,CA,R,GARCIA,Mike,NA,1976,0,0,2,2,0,2019
116,House,HI,D,Gabbard,Tulsi,NA,1981,1,0,0,0,75,2019
116,House,FL,R,Gaetz,Matthew,L.,1982,0,0,0,0,0,2019
116,House,WI,R,Gallagher,Michael,NA,1984,0,0,0,0,14,2019
116,House,AZ,D,Gallego,Ruben,NA,1979,0,0,0,0,100,2019
116,House,CA,D,Garamendi,John,NA,1945,0,5,1,6,86,2019
116,House,TX,D,Garcia,Sylvia,NA,1950,1,0,0,0,100,2019
116,House,IL,D,Garcia,Jesus,NA,1956,0,1,2,3,100,2019
116,House,MT,R,Gianforte,Greg,NA,1961,0,1,3,4,0,2019
116,House,OH,R,Gibbs,Bob,NA,1954,0,1,2,3,0,2019
116,House,TX,R,Gohmert,Louie,NA,1953,0,3,0,3,0,2019
116,House,ME,D,Golden,Jared,NA,1982,0,1,0,1,86,2019
